house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
2 BHK House for Rent in Horamavu Bangalore,Horamavu,Bangalore,800.0,2,2,0,Semi-Furnished,13.0,10000.0
"3 BHK Flat for Rent in Block 2nd JayaNagar East, Bangalore",Block 2nd JayaNagar East,Bangalore,1650.0,3,3,0,Semi-Furnished,39.0,65000.0
"1 BHK Flat for Rent in Block A2 Janakpuri, New Delhi",Janakpuri Block A2,New Delhi,400.0,1,1,0,Unfurnished,35.0,14000.0
1 BHK House for Rent in Kalewadi Pimpri Chinchwad Pune,Kalewadi,Pune,630.0,1,1,0,Unfurnished,13.0,8000.0
"3 BHK Flat for Rent in Anand Niketan, New Delhi",Anand Niketan,New Delhi,1800.0,3,4,4,Furnished,167.0,300000.0
1 BHK House for Rent in Lohegaon Pune,Lohegaon,Pune,500.0,1,1,0,Unfurnished,14.0,7000.0
"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1290.0,2,2,0,Semi-Furnished,36.0,46000.0
"1 BHK Flat for Rent in Saket, New Delhi",Saket,New Delhi,850.0,1,1,0,Semi-Furnished,24.0,20000.0
2 BHK Villa for Rent in Gopal Nagar Nagpur,Gopal Nagar,Nagpur,1000.0,2,2,0,Semi-Furnished,12.0,12000.0
"3 BHK Flat for Rent in Saket, New Delhi",Saket,New Delhi,1300.0,3,3,3,Furnished,38.0,50000.0
"2 BHK Flat for Rent in Saibaba Nagar Borivali West, Mumbai",Saibaba Nagar Borivali West,Mumbai,834.0,2,3,0,Semi-Furnished,54.0,45000.0
"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1155.0,2,2,0,Semi-Furnished,36.0,42000.0
"3 BHK Flat for Rent in Sai Shardha Garden, Pimpri, Pune",Pimpri,Pune,1050.0,3,2,2,Furnished,15.0,15500.0
"2 BHK Flat for Rent in Nandanvan, Nagpur",Nandanvan,Nagpur,800.0,2,1,0,Unfurnished,15.0,12000.0
"3 BHK Flat for Rent in Uttam Nagar, New Delhi",Uttam Nagar,New Delhi,1350.0,3,3,0,Semi-Furnished,19.0,25000.0
"2 BHK Flat for Rent in Linking Road, Mumbai",Linking Road,Mumbai,800.0,2,2,0,Unfurnished,156.0,130000.0
2 BHK House for Rent in Medi Agrahara Bangalore,Medi Agrahara,Bangalore,900.0,2,1,0,Semi-Furnished,11.0,10000.0
"1 BHK House for Rent in Godbole Vasti, Manjri Budruk Pune",Godbole Vasti,Pune,430.0,1,1,0,Unfurnished,13.0,5500.0
"2 BHK Flat for Rent in GPK Chintamani Residency, Bibwewadi, Pune",Bibwewadi,Pune,825.0,2,2,2,Furnished,28.0,23000.0
"2 BHK Flat for Rent in Yamuna Vihar, New Delhi",Yamuna Vihar,New Delhi,700.0,2,2,0,Semi-Furnished,20.0,14000.0
"2 BHK Flat for Rent in Tilekar Nagar, Kondhwa Budruk, Pune",Tilekar Nagar,Pune,750.0,2,2,2,Unfurnished,20.0,15000.0
2 BHK House for Rent in Canara Bank Layout Bangalore,Canara bank Layout,Bangalore,900.0,2,2,0,Semi-Furnished,23.0,20500.0
"3 BHK Flat for Rent in Rohan Tarang, Wakad, Pune",Wakad,Pune,1250.0,3,3,3,Unfurnished,38.0,48000.0
1 BHK House for Rent in Hadapsar Pune,Hadapsar,Pune,500.0,1,1,0,Unfurnished,8.0,4000.0
"2 BHK Flat for Rent in Jalahalli East, Bangalore",Jalahalli East,Bangalore,850.0,2,2,0,Semi-Furnished,24.0,20000.0
"3 BHK Flat for Rent in Defence Colony, New Delhi",Defence Colony,New Delhi,2400.0,3,4,3,Semi-Furnished,156.0,380000.0
"3 BHK Flat for Rent in Chembur, Mumbai",Chembur,Mumbai,1280.0,3,2,0,Semi-Furnished,43.0,55000.0
2 BHK House for Rent in Patparganj New Delhi,Patparganj,New Delhi,900.0,2,1,0,Furnished,19.0,17000.0
"2 BHK Flat for Rent in Maple Woodz, Wagholi, Pune",Wagholi,Pune,860.0,2,2,2,Semi-Furnished,17.0,15000.0
"2 BHK Flat for Rent in Viceroy SAVANA, Thakur Village, Kandivali East, Mumbai",Thakur Village,Mumbai,764.0,2,2,0,Unfurnished,103.0,79000.0
"3 BHK Flat for Rent in Godrej Hillside, Mahalunge, Pune",Mahalunge,Pune,890.0,3,3,3,Unfurnished,30.0,27000.0
"2 BHK Flat for Rent in Ramamurthy Nagar, Bangalore",Ramamurthy Nagar,Bangalore,1100.0,2,2,0,Semi-Furnished,15.0,17000.0
"2 BHK Flat for Rent in Hindu Colony Dadar East, Mumbai",Hindu Colony,Mumbai,750.0,2,2,0,Furnished,173.0,130000.0
"1 BHK Flat for Rent in Sainath Nagar Wadgaon Sheri, Pune",Sainath Nagar Wadgaon Sheri,Pune,470.0,1,1,0,Unfurnished,32.0,15000.0
4 BHK Villa for Rent in Block 3rd HBR Layout Bangalore,HBR Layout Block 3,Bangalore,2500.0,4,5,2,Semi-Furnished,24.0,60000.0
1 BHK House for Rent in Danda Mumbai,Danda,Mumbai,450.0,1,1,0,Unfurnished,36.0,16000.0
"1 BHK Flat for Rent in DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road, New Delhi",Sarita Vihar,New Delhi,450.0,1,2,0,Furnished,31.0,14000.0
"2 BHK Flat for Rent in Mahadevapura, Bangalore",Mahadevapura,Bangalore,1280.0,2,2,2,Semi-Furnished,38.0,48000.0
"1 BHK Flat for Rent in Chattarpur, New Delhi",Chhattarpur,New Delhi,400.0,1,1,0,Furnished,42.0,17000.0
"3 BHK Flat for Rent in Marigold 1 & 2, Kalyani Nagar, Pune",Kalyani Nagar,Pune,2400.0,3,4,5,Unfurnished,35.0,85000.0
"2 BHK Flat for Rent in Ganga Florentina, NIBM Annexe Area, Pune",NIBM Annexe,Pune,850.0,2,2,2,Semi-Furnished,29.0,25000.0
"2 BHK Flat for Rent in Sector 8 Dwarka, New Delhi",Sector 8 Dwarka,New Delhi,750.0,2,2,0,Semi-Furnished,28.0,21000.0
"4 BHK Flat for Rent in Godrej Serenity Mumbai, Chembur, Mumbai",Chembur,Mumbai,4000.0,4,4,3,Furnished,100.0,400000.0
2 BHK House for Rent in Virupakshapura Bangalore,Virupakshapura,Bangalore,850.0,2,2,0,Semi-Furnished,15.0,13000.0
"2 BHK Flat for Rent in Vasanth Nagar, Bangalore",Vasanth Nagar,Bangalore,1200.0,2,2,2,Unfurnished,50.0,60000.0
"3 BHK Flat for Rent in Oberoi Sky City, Borivali East, Mumbai",Borivali East,Mumbai,1075.0,3,3,0,Semi-Furnished,116.0,130000.0
1 BHK House for Rent in Warje Pune,Warje,Pune,350.0,1,1,0,Semi-Furnished,16.0,5500.0
"2 BHK Flat for Rent in Gini Belvista, Dhanori, Pune",Dhanori,Pune,710.0,2,2,2,Unfurnished,32.0,23000.0
1 BHK House for Rent in Warje Pune,Warje,Pune,650.0,1,1,0,Semi-Furnished,18.0,12000.0
"2 BHK Flat for Rent in Sunteck Maxx World, Naigaon East, Mumbai",Naigaon East,Mumbai,708.0,2,2,3,Unfurnished,20.0,14500.0
"2 BHK Flat for Rent in Mount N Glory, Kharadi, Pune",Kharadi,Pune,1076.0,2,2,2,Semi-Furnished,33.0,36000.0
"3 BHK Flat for Rent in RNA Classic CHS, Santacruz West, Mumbai",Santacruz West,Mumbai,1200.0,3,3,0,Semi-Furnished,117.0,140000.0
"3 BHK Flat for Rent in Hill Mist Harmony, Ambedkar Nagar Kondhwa, Pune",Ambedkar Nagar Kondhwa,Pune,1850.0,3,3,2,Unfurnished,16.0,30000.0
"1 BHK Flat for Rent in Vasai, Mumbai",Vasai,Mumbai,500.0,1,1,0,Semi-Furnished,50.0,25000.0
"2 BHK Flat for Rent in Manish Nagar, Nagpur",Manish Nagar,Nagpur,1100.0,2,2,2,Semi-Furnished,12.0,13000.0
"2 BHK Flat for Rent in Wagholi, Pune",Wagholi,Pune,905.0,2,2,2,Unfurnished,11.0,10000.0
"2 BHK Flat for Rent in Kabra Diamante, Goregaon West, Mumbai",Goregaon West,Mumbai,614.0,2,2,0,Unfurnished,114.0,70000.0
2 BHK House for Rent in Badarpur New Delhi,Badarpur,New Delhi,900.0,2,2,0,Unfurnished,6.0,5000.0
"1 BHK Flat for Rent in Seven Bungalows, Mumbai",Seven Bungalows,Mumbai,530.0,1,1,0,Furnished,104.0,55000.0
"1 BHK Flat for Rent in Panathur, Bangalore",Panathur,Bangalore,645.0,1,1,0,Furnished,53.0,34000.0
"2 BHK Flat for Rent in Lourdes Heritage, Malad West, Mumbai",Malad West,Mumbai,1100.0,2,2,0,Unfurnished,55.0,60000.0
3 BHK House for Rent in Lullanagar Pune,Lulla Nagar,Pune,1100.0,3,2,0,Unfurnished,32.0,35000.0
1 BHK House for Rent in East Gokalpur New Delhi,Gokalpur East,New Delhi,300.0,1,1,0,Unfurnished,15.0,4500.0
"2 BHK Flat for Rent in Tagore Nagar, Mumbai",Tagore Nagar,Mumbai,534.0,2,2,0,Unfurnished,94.0,50000.0
"2 BHK Flat for Rent in Sarole, Pune",Sarole,Pune,750.0,2,2,0,Unfurnished,17.0,12500.0
1 BHK House for Rent in Sector 8 Rohini New Delhi,Sector 8 Rohini,New Delhi,500.0,1,1,0,Furnished,50.0,25000.0
2 BHK House for Rent in Raghuvanahalli Bangalore City Municipal Corporation Layout Bangalore,Raghuvanahalli BCMC Layout,Bangalore,1200.0,2,2,2,Semi-Furnished,19.0,23000.0
"1 BHK Flat for Rent in Himali Ramachandra Residency, Virar East, Mumbai",Virar East,Mumbai,450.0,1,1,3,Semi-Furnished,18.0,8000.0
"1 BHK Flat for Rent in Goregaon West View CHS, Unnat Nagar Goregaon West, Mumbai",Unnat Nagar Goregaon West,Mumbai,480.0,1,1,0,Semi-Furnished,71.0,34000.0
"3 BHK Flat for Rent in Block H Vikaspuri, New Delhi",Vikaspuri Block H,New Delhi,1600.0,3,3,2,Semi-Furnished,39.0,62000.0
"1 BHK Flat for Rent in Sant Nagar Burari, New Delhi",St Nagar Burari,New Delhi,250.0,1,1,0,Unfurnished,22.0,5500.0
"2 BHK Flat for Rent in Bel Tarodi, Nagpur",Bel Tarodi,Nagpur,990.0,2,2,2,Semi-Furnished,8.0,7500.0
"3 BHK Flat for Rent in Shivalik Road, New Delhi",Shivalik Road,New Delhi,1650.0,3,3,2,Unfurnished,64.0,110000.0
1 BHK House for Rent in Munnekollal Bangalore,Munnekollal,Bangalore,400.0,1,1,0,Semi-Furnished,35.0,14000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1300.0,3,2,0,Semi-Furnished,54.0,70000.0
"2 BHK Flat for Rent in Devanahalli, Bangalore",Devanahalli,Bangalore,950.0,2,2,0,Semi-Furnished,21.0,20000.0
"4 BHK Flat for Rent in RWA Greater Kailash 1, Block F East of Kailash, New Delhi",East of Kailash Block F,New Delhi,3240.0,4,4,3,Semi-Furnished,44.77777777777778,150000.0
4 BHK House for Rent in Pulikeshi Nagar Bangalore,Frazer Town,Bangalore,1800.0,4,4,3,Semi-Furnished,20.0,36000.0
"3 BHK Flat for Rent in Doddaballapur Main Road, Bangalore",Doddaballapur Main Road,Bangalore,1075.0,3,2,0,Semi-Furnished,24.0,26000.0
"3 BHK Flat for Rent in Block E Greater Kailash 2, New Delhi",Greater Kailash 2 E Block,New Delhi,2000.0,3,3,3,Semi-Furnished,68.0,140000.0
"3 BHK Flat for Rent in Sayani Road, Mumbai",Sayani Road,Mumbai,840.0,3,3,0,Furnished,179.0,150000.0
"3 BHK Flat for Rent in Paranjape Magnolia, Baner, Pune",Baner,Pune,1389.0,3,3,3,Unfurnished,30.0,41000.0
4 BHK Villa for Rent in Sarjapura Bangalore,Sarjapur,Bangalore,1957.0,4,3,0,Semi-Furnished,15.0,30000.0
"4 BHK Villa for Rent in Kumar Kering Palmspring Bungalows E1 to E6, Undri Pune",Undri,Pune,3215.0,4,5,3,Semi-Furnished,23.0,75000.0
"1 BHK Flat for Rent in Orchid Ozone, Dahisar East, Mumbai",Dahisar East,Mumbai,375.0,1,1,2,Unfurnished,35.0,13000.0
2 BHK House for Rent in Vijay Vihar New Delhi,Vijay Vihar,New Delhi,600.0,2,1,0,Unfurnished,14.0,8500.0
"2 BHK Flat for Rent in Nelamangala Town, Bangalore",NelaMangala,Bangalore,810.0,2,2,2,Semi-Furnished,10.0,8000.0
1 BHK House for Rent in Andheri East Mumbai,Andheri East,Mumbai,150.0,1,1,0,Semi-Furnished,47.0,7000.0
"1 BHK Flat for Rent in Paschim Vihar, New Delhi",Paschim Vihar,New Delhi,700.0,1,1,0,Furnished,29.0,20000.0
2 BHK House for Rent in Mullur Bangalore,Mullur,Bangalore,1000.0,2,2,0,Semi-Furnished,25.0,25000.0
"1 BHK Flat for Rent in Chinnapanna Halli, Bangalore",Chinnapanna Halli,Bangalore,500.0,1,1,0,Semi-Furnished,32.0,16000.0
"3 BHK Flat for Rent in IGNOU Main Road, New Delhi",IGNOU Main Road,New Delhi,1700.0,3,3,2,Semi-Furnished,20.0,34000.0
"4 BHK Flat for Rent in Saket, New Delhi",Saket,New Delhi,2100.0,4,4,2,Semi-Furnished,69.0,150000.0
3 BHK Villa for Rent in Pashan Sus Road Pune,Pashan Sus Road,Pune,1800.0,3,3,4,Semi-Furnished,50.0,90000.0
"1 BHK Flat for Rent in Goregaon East, Mumbai",Goregaon East,Mumbai,300.0,1,1,0,Semi-Furnished,50.0,15000.0
"5 BHK Flat for Rent in MidCity Shikhar, Andheri West, Mumbai",Andheri West,Mumbai,2850.0,5,5,0,Unfurnished,179.0,510000.0
"1 BHK Flat for Rent in Bhayandar East, Mumbai",Bhayandar East,Mumbai,485.0,1,1,0,Unfurnished,35.0,17000.0
"2 BHK Flat for Rent in Trimurti Nagar, Nagpur",Trimurti Nagar,Nagpur,800.0,2,2,2,Semi-Furnished,13.0,10500.0
1 BHK House for Rent in Powai Mumbai,Powai,Mumbai,600.0,1,2,0,Semi-Furnished,35.0,21000.0
"2 BHK Flat for Rent in Wagholi, Pune",Wagholi,Pune,850.0,2,2,0,Semi-Furnished,19.0,16000.0
"2 BHK Flat for Rent in Khajuria Apartment, Kandivali West, Mumbai",Kandivali West,Mumbai,1050.0,2,2,0,Semi-Furnished,46.0,48000.0
2 BHK House for Rent in Margondanahalli Bangalore,Margondanahalli,Bangalore,800.0,2,2,2,Semi-Furnished,10.0,8000.0
"2 BHK Flat for Rent in Shree Nivas Sankul, Katraj Kondhwa Road, Pune",Katraj Kondhwa Road,Pune,900.0,2,2,2,Semi-Furnished,17.0,15000.0
"4 BHK Flat for Rent in Defence Colony, New Delhi",Defence Colony,New Delhi,2000.0,4,5,3,Semi-Furnished,150.0,300000.0
"3 BHK Flat for Rent in Bandra West, Mumbai",Bandra West,Mumbai,1200.0,3,3,0,Unfurnished,188.0,230000.0
"1 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,450.0,1,1,0,Unfurnished,31.0,14000.0
"4 BHK Flat for Rent in Phase 1st JP Nagar, Bangalore",Phase 1st JP Nagar,Bangalore,2500.0,4,4,3,Furnished,80.0,200000.0
"2 BHK House for Rent in Munikalappa Layout, Jalahalli East Bangalore",Munikalappa Layout,Bangalore,900.0,2,2,0,Semi-Furnished,27.0,24000.0
"3 BHK Flat for Rent in Laxmi Nagar, New Delhi",Laxmi Nagar,New Delhi,1000.0,3,2,0,Furnished,22.0,22000.0
4 BHK Villa for Rent in Gunjur Bangalore,Gunjur,Bangalore,4000.0,4,5,0,Semi-Furnished,62.0,250000.0
"3 BHK Flat for Rent in Panathur, Bangalore",Panathur,Bangalore,1515.0,3,2,2,Unfurnished,43.0,65000.0
"1 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Phase 7 JP Nagar,Bangalore,575.0,1,1,0,Semi-Furnished,24.0,14000.0
"2 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,720.0,2,2,3,Unfurnished,47.0,33900.0
2 BHK House for Rent in Old Madras Road Bangalore,Old Madras Road,Bangalore,1350.0,2,2,0,Furnished,26.0,34900.0
"1 BHK Flat for Rent in Nalanda Usha CHS Malad West, Malad West, Mumbai",Malad West,Mumbai,440.0,1,1,0,Unfurnished,73.0,32000.0
"2 BHK Flat for Rent in CV Raman Nagar, Bangalore",C V Raman Nagar,Bangalore,750.0,2,3,0,Furnished,48.0,36000.0
"2 BHK Flat for Rent in Sector 3 HSR Layout, Bangalore",Sector 3 HSR Layout,Bangalore,750.0,2,2,0,Semi-Furnished,35.0,26000.0
"3 BHK Flat for Rent in Oakland Park, Andheri West, Mumbai",Andheri West,Mumbai,1200.0,3,3,0,Furnished,133.0,160000.0
"2 BHK Flat for Rent in Hinjawadi, Pune",Hinjewadi,Pune,800.0,2,2,0,Furnished,38.0,30000.0
2 BHK House for Rent in Mahalaxmi Nagar Nagpur,Mahalaxmi Nagar,Nagpur,850.0,2,2,0,Semi-Furnished,14.0,12000.0
2 BHK Villa for Rent in Rahatani Pune,Rahatni,Pune,1500.0,2,3,2,Unfurnished,22.0,33000.0
"4 BHK Flat for Rent in Greater Kailash Builder Floors, Greater Kailash, New Delhi",Greater Kailash,New Delhi,4700.0,4,4,2,Unfurnished,43.0,200000.0
"4 BHK Flat for Rent in Malleshwaram, Bangalore",Malleshwaram,Bangalore,2500.0,4,5,0,Furnished,70.0,180000.0
"1 BHK Flat for Rent in Neha Apartment, Dahisar, Mumbai",Dahisar,Mumbai,645.0,1,1,0,Unfurnished,23.0,15000.0
"2 BHK Flat for Rent in Dheeraj Enclave 3D, Khatau Estate, Mumbai",Khatau Estate,Mumbai,650.0,2,2,0,Furnished,77.0,50000.0
"2 BHK Flat for Rent in Chhatrapati Shivaji maharaj Park, Shivaji Park, Mumbai",Shivaji Park,Mumbai,1250.0,2,2,0,Furnished,144.0,180000.0
"2 BHK Flat for Rent in Prabhadevi, Mumbai",Prabhadevi,Mumbai,1023.0,2,2,0,Semi-Furnished,83.0,85000.0
"3 BHK Flat for Rent in DDA Flats Block D, Saket, New Delhi",Saket,New Delhi,2250.0,3,3,3,Semi-Furnished,53.0,120000.0
4 BHK House for Rent in Babusabpalya Bangalore,Babusahib Palya,Bangalore,1200.0,4,3,0,Semi-Furnished,38.0,45000.0
"3 BHK Flat for Rent in Royal Residency, Dwarka Sector 9, New Delhi",Sector 9 Dwarka,New Delhi,1850.0,3,3,3,Semi-Furnished,22.0,40000.0
"1 BHK Flat for Rent in Lohegaon, Pune",Lohegaon,Pune,450.0,1,1,0,Unfurnished,16.0,7000.0
"3 BHK Flat for Rent in Kothrud Bus Stand Road, Pune",Kothrud Bus Stand Road,Pune,1200.0,3,3,0,Semi-Furnished,46.0,55000.0
"3 BHK Flat for Rent in Chunabhatti, Mumbai",Chunabhatti,Mumbai,950.0,3,3,0,Unfurnished,116.0,110000.0
"3 BHK Flat for Rent in Mulund West, Mumbai",Mulund West,Mumbai,912.0,3,3,0,Semi-Furnished,77.0,70000.0
"2 BHK Flat for Rent in Patil Nagar, Pune",Patil Nagar,Pune,650.0,2,2,2,Unfurnished,41.0,26500.0
"2 BHK Flat for Rent in Bramha SkyCity, Dhanori, Pune",Dhanori,Pune,800.0,2,2,2,Semi-Furnished,31.0,25000.0
"4 BHK Flat for Rent in Khar West, Mumbai",Khar West,Mumbai,4000.0,4,5,4,Semi-Furnished,146.0,590000.0
"2 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bangalore,950.0,2,2,2,Unfurnished,23.0,22000.0
"2 BHK Flat for Rent in Akshita Avenue, Borivali West, Mumbai",Borivali West,Mumbai,630.0,2,2,0,Unfurnished,63.0,40000.0
"2 BHK Flat for Rent in Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,New Delhi,800.0,2,2,0,Furnished,44.0,35000.0
"2 BHK Flat for Rent in Omkar Signet, Malad East, Mumbai",Malad East,Mumbai,484.0,2,2,0,Unfurnished,99.0,48000.0
"2 BHK Flat for Rent in Happy Homes, Borivali West, Mumbai",Borivali West,Mumbai,600.0,2,2,0,Semi-Furnished,70.0,42000.0
"1 BHK Flat for Rent in Jankalyan CHS, Dahisar East, Mumbai",Dahisar East,Mumbai,350.0,1,1,0,Unfurnished,37.0,13000.0
"2 BHK House for Rent in Old Guddadahalli, Guddadahalli Bangalore",Old Guddadahalli,Bangalore,800.0,2,2,0,Unfurnished,8.0,6000.0
"3 BHK Flat for Rent in Subhash Road, Nagpur",Subhash Road,Nagpur,2200.0,3,3,0,Semi-Furnished,8.0,18000.0
1 BHK House for Rent in Halasuru Bangalore,Halasuru,Bangalore,300.0,1,1,0,Semi-Furnished,67.0,20000.0
"2 BHK Flat for Rent in Narela, New Delhi",Narela,New Delhi,350.0,2,2,0,Semi-Furnished,29.0,10000.0
"1 BHK Flat for Rent in Ganesh Nagar Kalaram Nagar, Mumbai",Ganesh Nagar Kalaram Nagar,Mumbai,530.0,1,1,0,Furnished,43.0,23000.0
"3 BHK Flat for Rent in Perry Road, Mumbai",Perry Road,Mumbai,1250.0,3,3,0,Semi-Furnished,124.0,160000.0
"2 BHK Flat for Rent in Majestique Signature Towers, Balewadi, Pune",Balewadi,Pune,1135.0,2,2,2,Unfurnished,31.0,35000.0
"1 BHK Flat for Rent in Nisarg City 2, Kaspate Wasti, Pune",Kaspate Vasti,Pune,500.0,1,2,0,Furnished,48.0,24000.0
"1 BHK Flat for Rent in Bibwewadi, Pune",Bibwewadi,Pune,370.0,1,1,0,Unfurnished,22.0,8000.0
"3 BHK Flat for Rent in Vile Parle West, Mumbai",Vile Parle West,Mumbai,800.0,3,2,0,Unfurnished,81.0,65000.0
"2 BHK Flat for Rent in Manavsthal Height, Andheri East, Mumbai",Andheri East,Mumbai,730.0,2,2,0,Semi-Furnished,89.0,65000.0
"1 BHK Flat for Rent in Old Sangvi, Pimpri Chinchwad, Pune",Old Sangvi,Pune,550.0,1,1,0,Unfurnished,15.0,8000.0
2 BHK House for Rent in Mankapur Nagpur,Mankapur,Nagpur,600.0,2,1,0,Semi-Furnished,22.0,13000.0
"2 BHK Flat for Rent in Greenstone Heritage, Fort, Mumbai",Fort,Mumbai,783.0,2,3,0,Semi-Furnished,128.0,100000.0
"3 BHK Flat for Rent in Safdarjung Development Area, Hauz Khas, New Delhi",Safdarjung Development Area,New Delhi,1500.0,3,2,2,Semi-Furnished,47.0,70000.0
"3 BHK Flat for Rent in Bagalur Main Road, Bangalore",Bagalur Main Road,Bangalore,1431.0,3,3,2,Furnished,30.0,43000.0
3 BHK House for Rent in Shahdara New Delhi,Shahdara,New Delhi,1620.0,3,3,0,Unfurnished,20.0,32000.0
"3 BHK Flat for Rent in Megapolis Sangria Towers, Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune",Hinjewadi Rajiv Gandhi Infotech Park,Pune,1400.0,3,3,2,Semi-Furnished,25.0,35000.0
"2 BHK Flat for Rent in Sadiqabad Colony Mankapur, Mankapur, Nagpur",Mankapur,Nagpur,650.0,2,2,0,Furnished,35.0,23000.0
"3 BHK Flat for Rent in Bandra West, Mumbai",Bandra West,Mumbai,1100.0,3,3,0,Semi-Furnished,227.0,250000.0
"4 BHK Flat for Rent in Stage 1 BTM Layout, Bangalore",BTM Layout Stage 1,Bangalore,3300.0,4,4,3,Furnished,29.0,95000.0
"1 BHK Flat for Rent in Nanded, Pune",Nanded,Pune,685.0,1,1,0,Unfurnished,19.0,13000.0
"2 BHK Flat for Rent in Paschim Puri, New Delhi",Paschim Puri,New Delhi,810.0,2,2,0,Furnished,28.0,23000.0
"4 BHK Flat for Rent in Kabra Centroid, Kalina, Mumbai",Kalina,Mumbai,1500.0,4,5,4,Semi-Furnished,110.0,170000.0
2 BHK House for Rent in Mathrushree Layout Doddamuniswamy Reddy Layout Bangalore,Mathrushree Layout Doddamuniswamy Reddy Layout,Bangalore,600.0,2,2,0,Semi-Furnished,25.0,15000.0
"3 BHK Flat for Rent in Mahavir Enclave Part 2 Mahavir Enclave, New Delhi",Mahavir Enclave Part 2,New Delhi,1125.0,3,2,2,Unfurnished,21.33333333333333,24000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1628.0,3,3,3,Semi-Furnished,31.0,50000.0
"2 BHK Flat for Rent in Pristine Neo City, Wagholi, Pune",Wagholi,Pune,600.0,2,2,0,Semi-Furnished,30.0,18000.0
"2 BHK Flat for Rent in JP Decks Blue, Goregaon East, Mumbai",Goregaon East,Mumbai,840.0,2,2,2,Semi-Furnished,88.0,74000.0
"2 BHK Flat for Rent in Laxmi Nagar, Nagpur",Laxmi Nagar,Nagpur,1050.0,2,2,2,Furnished,29.0,30000.0
"3 BHK Flat for Rent in Uttam Nagar, New Delhi",Uttam Nagar,New Delhi,630.0,3,2,2,Unfurnished,22.0,14000.0
"4 BHK Flat for Rent in Geeta Colony, New Delhi",Geeta Colony,New Delhi,1003.0,4,3,4,Unfurnished,37.0,37000.0
"1 BHK Flat for Rent in Duggal Housing Complex, Khanpur, Madangir, New Delhi",Khanpur,New Delhi,900.0,1,2,0,Semi-Furnished,16.0,14500.0
"3 BHK Flat for Rent in Ram Nagar Baner, Pune",Ram Nagar Baner,Pune,1100.0,3,3,3,Semi-Furnished,59.0,65000.0
"1 BHK Flat for Rent in Khanpur, Madangir, New Delhi",Khanpur,New Delhi,600.0,1,1,0,Unfurnished,20.0,12000.0
"2 BHK Flat for Rent in West Patel Nagar, New Delhi",Patel Nagar West,New Delhi,900.0,2,2,0,Furnished,39.0,35000.0
"3 BHK Flat for Rent in Lodha Azzuro , Parel, Mumbai",Parel,Mumbai,1150.0,3,3,2,Unfurnished,126.0,150000.0
"2 BHK Flat for Rent in Sion East, Sion, Mumbai",Sion,Mumbai,750.0,2,2,0,Furnished,87.0,65000.0
"2 BHK Flat for Rent in Vasai East, Mumbai",Vasai East,Mumbai,450.0,2,2,4,Semi-Furnished,33.0,15000.0
"2 BHK Flat for Rent in Mandawali, New Delhi",Mandawali,New Delhi,450.0,2,2,0,Furnished,40.0,18000.0
2 BHK House for Rent in Katraj Pune,Katraj,Pune,1160.0,2,3,2,Semi-Furnished,23.0,27000.0
"1 BHK Flat for Rent in Laxmi Road, Pune",Laxmi Road,Pune,350.0,1,1,0,Unfurnished,34.0,12000.0
"1 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,600.0,1,1,0,Semi-Furnished,20.0,12000.0
2 BHK House for Rent in Medahalli Bangalore,MedaHalli,Bangalore,800.0,2,1,0,Unfurnished,8.0,6500.0
"2 BHK Flat for Rent in Forest County, EON Free Zone, Kharadi, Pune",EON Free Zone,Pune,1220.0,2,2,2,Unfurnished,34.0,41000.0
"2 BHK Flat for Rent in Clover Acropolis, Viman Nagar, Pune",Viman Nagar Central,Pune,1000.0,2,2,0,Furnished,52.0,52000.0
"2 BHK Flat for Rent in Wagholi, Pune",Wagholi,Pune,555.0,2,2,0,Furnished,72.0,40000.0
"3 BHK Flat for Rent in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar, New Delhi",Moti Nagar,New Delhi,1150.0,3,2,4,Furnished,52.0,60000.0
"2 BHK Flat for Rent in Mantra Essence, Wadachi Wadi, Undri, Pune",Wadachi Wadi,Pune,730.0,2,2,2,Unfurnished,27.0,20000.0
"2 BHK Flat for Rent in Old Madras Road, Bangalore",Old Madras Road,Bangalore,850.0,2,2,2,Furnished,41.0,35000.0
"3 BHK Flat for Rent in Marvel Cascada, Balewadi, Pune",Balewadi,Pune,1870.0,3,4,0,Furnished,70.0,130000.0
"3 BHK Flat for Rent in Nizamuddin West, Nizamuddin, New Delhi",Nizamuddin West,New Delhi,1800.0,3,3,3,Furnished,44.0,80000.0
